Id,SalePrice
1779,117134.0
1780,180617.75
1781,127959.0
1782,93638.41
1783,129147.08
1784,97226.0
1785,119140.5
1786,148704.05
1787,168404.17
1788,64393.0
1789,114182.0
1790,83761.0
1791,181390.48
1792,156019.5
1793,138702.5
1794,141305.5
1795,139392.75
1796,123205.5
1797,126829.26
1798,125381.25
1799,113433.83
1800,122279.0
1801,133214.3
1802,169620.68
1803,160961.0
1804,141347.6
1805,135471.5
1806,112287.37
1807,156321.03
1808,121112.5
1809,123821.04
1810,146152.36
1811,115338.64
1812,116461.08
1813,121730.59
1814,96089.0
1815,73616.66
1816,102009.5
1817,120955.0
1818,153471.5
1819,112489.36
1820,72349.0
1821,129082.55
1822,162683.94
1823,66426.5
1824,138001.12
1825,146079.91
1826,94091.5
1827,109024.58
1828,146307.26
1829,118489.0
1830,156766.9
1831,169441.2
1832,115629.32
1833,154425.87
1834,127675.25
1835,167271.52
1836,137568.84
1837,97352.0
1838,132224.36
1839,87896.5
1840,166657.87
1841,146646.49
1842,94846.5
1843,145836.5
1844,139862.26
1845,143834.66
1846,151583.87
1847,153444.28
1848,65423.0
1849,115878.55
1850,129743.0
1851,159324.68
1852,127372.0
1853,133730.87
1854,167174.5
1855,149856.64
1856,213708.73
1857,150978.0
1858,142002.42
1859,129126.16
1860,153582.87
1861,129126.16
1862,271949.02
1863,269472.04
1864,269472.04
1865,331803.87
1866,328693.2
1867,248609.27
1868,316616.52
1869,190246.5
1870,270900.55
1871,240908.91
1872,169966.61
1873,222422.75
1874,139335.75
1875,202123.4
1876,201679.3
1877,205379.06
1878,212974.55
1879,137953.5
1880,138815.0
1881,233973.26
1882,268314.52
1883,200122.25
1884,222804.73
1885,267310.54
1886,299763.9
1887,193074.52
1888,297447.63
1889,163456.73
1890,137700.25
1891,144637.24
1892,108728.16
1893,135639.5
1894,123068.28
1895,153886.0
1896,123357.5
1897,113866.0
1898,103922.66
1899,121730.95
1900,136409.06
1901,160254.84
1902,134942.0
1903,212779.97
1904,134300.75
1905,179809.2
1906,159907.18
1907,211995.0
1908,127757.87
1909,138367.95
1910,132400.68
1911,193632.75
1912,252836.57
1913,152995.8
1914,79933.0
1915,316616.82
1916,79754.5
1917,256863.45
1918,139648.33333333334
1919,157531.94
1920,154614.63
1921,396012.68
1922,323398.14
1923,203740.45
1924,214893.86
1925,224505.74
1926,383731.95
1927,139802.5
1928,155463.64
1929,124853.5
1930,131023.5
1931,140338.5
1932,141927.64
1933,165178.55
1934,185491.22
1935,179856.17
1936,193477.0
1937,182066.75
1938,169412.82
1939,236862.86
1940,209311.52
1941,176231.85
1942,190163.75
1943,210011.06
1944,309416.48
1945,374024.16
1946,161317.05
1947,311900.28
1948,172291.92
1949,226093.97
1950,174939.82
1951,263668.46
1952,225168.35
1953,159729.0
1954,211015.45
1955,127337.0
1956,268515.9
1957,165811.64
1958,307229.11
1959,140991.29
1960,113884.0
1961,118433.97
1962,94520.0
1963,109799.33
1964,108216.2
1965,149867.52
1966,146903.0
1967,299424.36
1968,386260.47
1969,367238.6
1970,394191.9
1971,422726.99
1972,358750.01
1973,277287.05
1974,304807.48
1975,424126.91
1976,274026.19
1977,349458.43
1978,350349.01
1979,351014.77
1980,191823.23
1981,340564.5
1982,234488.64
1983,216673.08
1984,167177.21
1985,197460.52
1986,204901.72
1987,178709.13
1988,178753.05
1989,194420.15
1990,215783.51
1991,219328.95
1992,210697.95
1993,171252.48
1994,251374.0
1995,187302.5
1996,255728.89
1997,312186.7
1998,351617.17
1999,251602.32
2000,303295.66
2001,266580.5
2002,228682.24
2003,255604.92
2004,270581.98
2005,235891.51
2006,233483.73
2007,244636.99
2008,210696.16
2009,192029.0
2010,195673.68
2011,148443.23
2012,177091.07
2013,181885.62
2014,190421.5
2015,199140.45
2016,195955.0
2017,204490.34
2018,122752.83
2019,135704.83333333334
2020,124913.09
2021,113041.16
2022,181093.2
2023,152488.48
2024,221711.5
2025,363942.65
2026,179994.98
2027,150441.21
2028,154870.07
2029,167646.22
2030,277919.65
2031,265988.18
2032,285144.41
2033,276783.26
2034,161926.3
2035,207752.55
2036,211395.49
2037,221499.22
2038,320468.01
2039,219487.21
2040,369410.67
2041,294720.45
2042,205625.33
2043,163617.32
2044,172150.55
2045,213587.0
2046,136035.97
2047,153915.99
2048,135140.1
2049,136326.56
2050,181194.5
2051,105074.0
2052,138761.0
2053,143939.75
2054,84744.5
2055,151984.34
2056,123829.04
2057,124088.0
2058,219120.7
2059,126396.5
2060,162775.5
2061,173319.0
2062,134982.0
2063,114638.0
2064,138802.5
2065,131493.0
2066,178845.82
2067,130716.28
2068,135736.8
2069,96868.83
2070,112263.08
2071,101020.54
2072,137501.05
2073,139051.33
2074,168067.61
2075,148674.75
2076,123080.0
2077,147721.75
2078,130332.33
2079,132699.0
2080,116192.25
2081,120265.0
2082,126040.56
2083,143300.68
2084,110587.5
2085,129854.25
2086,135962.11
2087,119197.14
2088,114479.41
2089,87368.0
2090,132550.64
2091,123601.84
2092,140389.84
2093,143020.02
2094,128042.45
2095,154906.14
2096,96979.0
2097,96412.66
2098,148505.18
2099,74687.5
2100,112551.52
2101,129140.65
2102,145340.88
2103,106655.5
2104,129595.98
2105,133836.59
2106,92724.0
2107,231838.67
2108,120884.25
2109,117212.25
2110,127155.5
2111,164164.5
2112,143105.68
2113,122116.0
2114,110249.24
2115,155155.34
2116,112774.64
2117,158316.76
2118,111930.5
2119,105876.5
2120,110755.38
2121,104237.0
2122,108178.0
2123,98153.0
2124,180261.86
2125,136502.66
2126,166445.0
2127,161087.18
2128,133057.09
2129,98424.5
2130,154399.68
2131,166291.61
2132,118260.04
2133,117387.5
2134,120654.5
2135,109327.5
2136,82019.5
2137,126772.5
2138,139878.0
2139,152272.5
2140,136601.25
2141,143231.95
2142,140314.62
2143,146628.24
2144,118668.0
2145,138587.25
2146,158992.66
2147,158181.05
2148,124971.5
2149,134223.6
2150,216928.59
2151,121285.97
2152,184732.0
2153,159510.34
2154,116629.0
2155,125738.91
2156,233985.56
2157,227991.06
2158,231791.7
2159,207400.15
2160,170015.51
2161,261841.39
2162,438143.97
2163,341149.88
2164,263888.01
2165,175626.32
2166,144734.0
2167,196623.8
2168,210982.0
2169,193745.9
2170,222577.86
2171,145143.49
2172,147202.02
2173,160472.92
2174,242695.98
2175,307593.92
2176,326318.23
2177,248875.48
2178,230425.8
2179,140556.95
2180,210393.57
2181,187180.1
2182,230193.41
2183,196130.78
2184,140104.5
2185,136443.0
2186,148776.06
2187,149070.0
2188,153758.74
2189,171770.95
2190,89351.5
2191,91942.5
2192,99665.0
2193,102334.5
2194,100592.0
2195,112007.5
2196,107172.0
2197,109700.33
2198,145521.75
2199,168078.03
2200,120884.0
2201,126210.27
2202,198523.0
2203,158390.84
2204,173203.84
2205,110529.0
2206,135250.0
2207,209005.3
2208,226372.86
2209,190346.5
2210,131512.99
2211,117392.0
2212,117319.87
2213,103542.58
2214,143008.82
2215,106733.5
2216,145373.23
2217,83578.5
2218,93316.04
2219,84797.0
2220,87584.0
2221,314057.43
2222,215838.63
2223,250019.1
2224,223031.22
2225,144554.74
2226,185485.78
2227,190417.85
2228,283361.82
2229,254751.02
2230,155302.11
2231,212772.41
2232,179870.9
2233,176002.19
2234,268637.12
2235,203949.0
2236,285183.45
2237,346968.57
2238,197401.91
2239,127323.0
2240,165888.65
2241,150759.5
2242,140291.85
2243,140344.2
2244,103866.33
2245,99786.83
2246,144471.75
2247,99456.0
2248,122498.83
2249,126328.0
2250,139163.0
2251,120579.34
2252,181481.0
2253,154889.18
2254,180620.5
2255,197055.5
2256,182628.25
2257,199838.29
2258,176223.68
2259,177401.9
2260,152673.83
2261,195471.1
2262,217298.63
2263,327934.63
2264,434990.49
2265,175120.87
2266,286681.21
2267,358037.43
2268,375995.76
2269,166156.21
2270,186158.8
2271,227199.27
2272,206546.31
2273,168004.0
2274,171367.82
2275,165209.0
2276,165130.94
2277,193241.3
2278,159169.5
2279,122828.83
2280,110044.0
2281,178056.13
2282,179167.59
2283,97655.0
2284,108451.73
2285,145609.3
2286,131426.83
2287,334198.27
2288,269096.86
2289,381469.32
2290,414683.87
2291,313845.4
2292,417219.21
2293,421247.72
2294,366852.69
2295,429670.28
2296,279403.66
2297,304848.72
2298,304107.71
2299,372935.4
2300,311530.93
2301,275396.34
2302,228048.87
2303,249608.07
2304,245384.3
2305,183528.86
2306,184745.49
2307,189557.48
2308,220629.5
2309,285512.58
2310,216159.14
2311,192283.2
2312,178886.06
2313,173910.24
2314,177957.95
2315,174038.64
2316,180186.26
2317,178867.85
2318,173647.73
2319,176759.97
2320,181412.86
2321,252613.37
2322,170011.31
2323,171956.31
2324,166917.64
2325,216369.37
2326,163849.82
2327,205590.49
2328,215466.3
2329,184430.9
2330,179644.45
2331,362491.65
2332,351387.44
2333,301434.8
2334,265122.93
2335,256986.53
2336,328092.35
2337,203853.9
2338,293941.3
2339,236197.61
2340,390911.47
2341,215155.56
2342,247751.91
2343,216404.22
2344,228627.2
2345,246917.97
2346,231884.74
2347,196153.47
2348,234387.96
2349,150305.48
2350,276040.38
2351,239673.13
2352,245812.91
2353,222302.35
2354,129893.55
2355,144258.95
2356,154000.74
2357,202901.23
2358,200453.1
2359,118377.58
2360,121344.5
2361,141719.0
2362,259281.15
2363,140225.5
2364,154623.62
2365,223722.63
2366,198273.1
2367,225843.73
2368,193015.49
2369,217561.01
2370,168356.9
2371,167087.82
2372,189711.29
2373,271072.9
2374,290274.36
2375,250624.56
2376,266425.14
2377,350858.8
2378,139229.05
2379,198951.8
2380,146447.5
2381,162258.5
2382,183353.1
2383,208552.17
2384,233859.4
2385,153988.32
2386,140421.75
2387,134763.5
2388,103309.5
2389,125584.49
2390,132118.83
2391,137017.5
2392,114678.5
2393,162640.8
2394,141657.32
2395,197650.7
2396,150041.0
2397,208304.2
2398,128505.0
2399,64485.0
2400,61276.0
2401,116036.0
2402,137256.0
2403,133190.77
2404,140444.0
2405,156915.0
2406,138816.18333333335
2407,125434.81
2408,136455.25
2409,131206.75
2410,165674.5
2411,122250.5
2412,149155.75
2413,135979.25
2414,131508.0
2415,133235.48
2416,125558.0
2417,127400.5
2418,121449.25
2419,126066.0
2420,125445.03
2421,149366.0
2422,119613.0
2423,131701.53
2424,156843.8
2425,155535.21
2426,133564.37
2427,135659.19
2428,173133.0
2429,114848.0
2430,130022.16
2431,114407.16
2432,136864.5
2433,144605.0
2434,142114.0
2435,152190.37
2436,110232.04
2437,104451.11
2438,122097.15
2439,117923.04
2440,123846.0
2441,111054.5
2442,107597.08
2443,115092.0
2444,126925.5
2445,96438.0
2446,129383.5
2447,210071.3
2448,152206.21
2449,110454.0
2450,171945.0
2451,128367.48
2452,216093.57
2453,103389.0
2454,121727.16
2455,117987.14
2456,135762.85
2457,117425.96
2458,106807.58
2459,111438.0
2460,137761.0
2461,115999.04
2462,134902.93
2463,113376.0
2464,177019.5
2465,129738.91
2466,112854.16
2467,150499.76
2468,94865.0
2469,98397.5
2470,181781.6
2471,197157.56
2472,195686.26
2473,117612.5
2474,104736.87
2475,228383.85
2476,118316.04
2477,134077.0
2478,165936.5
2479,113466.0
2480,140975.5
2481,120080.37
2482,134797.6
2483,117727.0
2484,122906.55
2485,121952.0
2486,155105.0
2487,175125.97
2488,144304.47
2489,149559.73
2490,151878.37
2491,103322.5
2492,187609.92
2493,136839.15
2494,174624.0
2495,106569.5
2496,223661.63
2497,150491.32
2498,112533.99
2499,105317.0
2500,132590.5
2501,130288.75
2502,153970.0
2503,105913.25
2504,198194.05
2505,210171.16
2506,258179.47
2507,328102.66
2508,258130.03
2509,222050.48
2510,240586.91
2511,186242.2
2512,219147.58
2513,214316.62
2514,230318.6
2515,151672.33
2516,158214.88
2517,133011.5
2518,143905.25
2519,227879.39
2520,210618.8
2521,194319.15
2522,227179.52
2523,132547.5
2524,139925.66
2525,146947.47
2526,142378.0
2527,118480.33
2528,131023.0
2529,132025.03
2530,122153.5
2531,235351.28
2532,227766.69
2533,199534.65
2534,241158.72
2535,322857.47
2536,222935.19
2537,244802.51
2538,186745.01
2539,187736.19
2540,181989.15
2541,183834.04
2542,149717.05
2543,134515.59333333335
2544,135962.25
2545,131075.0
2546,142120.0
2547,141964.02
2548,147658.31
2549,158753.26
2550,337349.18
2551,144635.1
2552,122564.17
2553,90874.0
2554,124068.82
2555,111813.0
2556,97439.14
2557,113982.49
2558,155521.45
2559,134123.18
2560,119592.08
2561,125161.64
2562,129514.7
2563,135234.54
2564,171485.5
2565,123806.0
2566,139812.89
2567,129082.5
2568,195922.1
2569,185582.5
2570,130370.16
2571,165599.59
2572,192493.52
2573,233473.75
2574,309793.12
2575,126323.0
2576,133067.39
2577,155020.18
2578,96272.0
2579,77842.0
2580,127784.0
2581,140200.25
2582,121077.5
2583,278275.81
2584,164142.40333333332
2585,176059.39
2586,194828.36
2587,201219.83
2588,148187.9
2589,148973.83333333334
2590,206922.65
2591,211599.15
2592,223210.12
2593,249664.27
2594,177006.45
2595,214340.21
2596,338190.51
2597,180408.0
2598,266147.57
2599,311216.4
2600,154757.53
2601,137778.93
2602,89099.0
2603,96509.33
2604,86764.0
2605,96230.34
2606,146028.56333333335
2607,169818.43
2608,201312.7
2609,163208.0
2610,110441.33
2611,169753.03
2612,156784.42
2613,127206.0
2614,125524.15
2615,148504.75
2616,140361.0
2617,175513.5
2618,182454.5
2619,216162.05
2620,187288.55
2621,184564.07
2622,190222.6
2623,257866.14
2624,265798.92
2625,343277.26
2626,167526.3
2627,193903.8
2628,382102.07
2629,493141.72
2630,330173.87
2631,409425.55
2632,367575.5
2633,318001.64
2634,378938.92
2635,151994.43333333332
2636,193985.35
2637,159440.87
2638,249801.73
2639,177179.45
2640,153442.75
2641,108179.0
2642,191811.29
2643,112422.99
2644,130234.17
2645,98418.0
2646,92191.0
2647,98264.83
2648,142150.0
2649,135075.48
2650,146742.05
2651,149236.85
2652,405798.89
2653,253121.35
2654,241399.85
2655,363007.74
2656,314891.99
2657,323360.16
2658,267314.64
2659,298243.44
2660,321269.05
2661,326639.75
2662,333073.32
2663,278862.98
2664,280922.36
2665,308101.56
2666,283802.65
2667,168948.19
2668,179986.74
2669,180935.29
2670,288411.11
2671,182079.68
2672,177764.77
2673,198920.85
2674,201747.25
2675,161832.96
2676,184939.89
2677,204192.06
2678,265262.77
2679,282507.74
2680,271222.63
2681,384768.34
2682,311458.06
2683,500281.1
2684,294463.17
2685,335281.64
2686,265155.18
2687,322717.47
2688,231754.37
2689,227919.78
2690,403636.12
2691,185282.5
2692,127468.4
2693,194235.74
2694,126410.65
2695,196983.17
2696,184783.75
2697,197024.34
2698,195062.5
2699,179722.9
2700,172054.61
2701,154575.68
2702,119861.0
2703,159897.1
2704,141317.3333333333
2705,127058.32
2706,118032.37
2707,124068.0
2708,136752.0
2709,115247.5
2710,127554.83
2711,274878.9
2712,347501.44
2713,165535.26
2714,150607.48
2715,168991.5
2716,152880.27
2717,183960.71
2718,232852.56
2719,155415.55
2720,159724.9
2721,144097.0
2722,152805.63
2723,145762.2
2724,128335.16
2725,135511.0
2726,150169.75
2727,166197.0
2728,176178.0
2729,153231.21
2730,144104.0
2731,118764.83
2732,117231.29
2733,156901.0
2734,145646.81
2735,131702.5
2736,151045.61
2737,120566.0
2738,134188.06
2739,159428.5
2740,138175.0
2741,147001.25
2742,153673.0
2743,149104.75
2744,141556.0
2745,137247.0
2746,135330.5
2747,161993.82
2748,127752.37
2749,129092.83
2750,135873.25
2751,134225.0
2752,218754.79
2753,151595.65
2754,202151.4
2755,125925.04
2756,93620.0
2757,86623.5
2758,82706.0
2759,162002.4
2760,141149.98
2761,144116.25
2762,146488.5
2763,200406.87
2764,163246.35
2765,261843.11
2766,142428.87
2767,94619.83
2768,123670.28
2769,122020.0
2770,147396.0
2771,122778.5
2772,121545.75
2773,138709.27
2774,141804.66
2775,138010.93
2776,143597.5
2777,147839.5
2778,119500.94
2779,121767.13
2780,116739.75
2781,102945.54
2782,97837.83
2783,94994.45
2784,131085.0
2785,142113.17
2786,63658.5
2787,121084.0
2788,77128.0
2789,224999.55
2790,98478.99
2791,121564.5
2792,87664.5
2793,164859.74
2794,102091.08
2795,111766.7
2796,100269.0
2797,207888.41
2798,124318.72
2799,117653.8
2800,89122.0
2801,116826.0
2802,135627.71
2803,170956.99
2804,147289.64
2805,101983.83
2806,91958.0
2807,158514.05
2808,151441.5
2809,127536.0
2810,140597.25
2811,160365.03
2812,149017.63333333333
2813,149667.23
2814,154950.57
2815,110222.16
2816,244123.15
2817,137218.87
2818,131317.0
2819,171628.34
2820,132000.83
2821,107987.5
2822,196313.4
2823,243006.57
2824,170950.0
2825,149612.26
2826,131533.25
2827,146064.5
2828,209523.38
2829,178928.76
2830,234609.83
2831,190609.97
2832,228855.54
2833,276936.2
2834,223218.76
2835,215066.13
2836,197787.9
2837,161777.0
2838,146219.0
2839,178227.95
2840,195577.1
2841,204569.87
2842,225999.57
2843,146886.97
2844,159796.65
2845,123630.5
2846,212435.35
2847,201343.0
2848,235533.92
2849,209043.76
2850,290467.67
2851,236813.23
2852,229051.88
2853,233680.45
2854,137212.66666666666
2855,195579.22
2856,213429.13
2857,188987.9
2858,195386.61
2859,138537.39
2860,125266.0
2861,129996.0
2862,197609.13
2863,120551.5
2864,262629.8
2865,143388.0
2866,139128.4
2867,101403.0
2868,117225.56
2869,122434.34
2870,159322.0
2871,104687.0
2872,68384.0
2873,108690.25
2874,146280.84
2875,125046.0
2876,164399.34
2877,150390.71
2878,156282.5
2879,145792.5
2880,108490.34
2881,153726.96
2882,161023.0
2883,169708.5
2884,177517.4
2885,177110.4
2886,195061.37
2887,115622.0
2888,122813.0
2889,70812.0
2890,85314.0
2891,141480.87
2892,72677.0
2893,114018.78
2894,64863.0
2895,307003.1
2896,275575.85
2897,198386.0
2898,161822.82
2899,230082.64
2900,157768.14
2901,195277.5
2902,186618.4
2903,338918.08
2904,349940.5
2905,124739.68
2906,194905.95
2907,123908.89
2908,127155.5
2909,143716.43
2910,80718.33
2911,89143.0
2912,154866.0
2913,90700.82
2914,86699.0
2915,86318.5
2916,90024.0
2917,166416.5
2918,116638.5
2919,230995.47
